Penname,Genre,DetailURL,Space,ImageURL,WebURL,GenreFreeFormat,Name
吉野,科学技術,https:/techbookfest.org/event/tbf05/circle/24720003,け08,https://lh3.googleusercontent.com/_OghZKzZm0obFL7zPS09_fJjgxqWEY4reoKzr03yBZdVDk-LskBQc8pHperTNoHwiKGJ6rdMNcwg3Q_KgaI,https://twitter.com/takayoshino0129,3Dプリンター及びレーザー加工機の取り扱いや造形物について機械ごとにまとめた漫画本あるいは解説本とグッズ,TY製作所（ティーワイセイサクジョ）
みそとん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/32290001,け09,https://lh3.googleusercontent.com/VQhytboH1EbFTb-6luRBWfFksAwbNtZPx9DCzsisKb8mPYLZQtlePD8xv_YHHAKGJNS_yystLyIdQZpWRSM,,ゲームが上手にならないので代わりに強化学習を行う本と、ラズパイとGCPを使用してデジタル百葉箱を作る本を頒布いたします。,味噌とんトロ定食（ミソトントロテイショク）
みず,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30260001,け10,https://lh3.googleusercontent.com/X67snFyaDZ9j6QlFFcuWU0QvhojfoqLzoHMJ-UkE6dGKhmYnky-OrBBBIcwCuF0tDaEQc-Zoy-Uv06IJ5yuWJw,https://sites.google.com/view/mzfactory,"新刊M5Stackやウェブカメラなどを用いた、リクガメの飼育システムの構築手順書（ライトをスマホで制御したり、画像を確認できるスマートホームのようなもの）既刊：①Unityをインストールするところから、簡単なゲームの作り方をまとめた手順書②Unity,Google-Home,FireBaseを用いたゲームの作成手順書",MZ工房（エムゼットコウボウ）
大邦将猛,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/30230001,け11,https://lh3.googleusercontent.com/YbqhzN0FnVlyruttfCZ3gqfvMnINRV_qfwx5LCVVcwQXZ0n7q09uvpM-lYRv6FXBTkdMu4CywjGRrTKOJuQ,https://iotterakoya.connpass.com/event/87642/,東京浅草でマイコン電子工作の講座を開いている団体が、ArduinoIDEにてESP32という今最も熱いマイコンをWi-FiやBLEで使い倒すための技術を語りつくすハードソフトの技術本です。ライブラリの構造みて機能を使い倒すプログラミング的な要素に市販本にない要素がたくさんあります。,IoT寺子屋（アイオーティーテラコヤ）
樋口グッピー,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/30480002,け12,https://lh3.googleusercontent.com/YJg8zr6wiz_zLnj9eD2Vobg9JZIRLhz83s2C8ixioBP5HSNTcFyvnCRM7JFz3EizUGY-hCL6LD8HcKyXuGX-,https://twitter.com/Short_Lovers,自作Arduino解説本、痛基板,しょ〜とらば〜ず（ショートラバーズ）
Lionas@ライオナス,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/29260004,け13,https://lh3.googleusercontent.com/Iv8iyxmtYox-n3UEZvY3kKcJaSV87TDoo8vj_W4a3uZ_6WmyKBD5OnNnBdMdheFfmcmKYyfLCvWDw5iyGut5,,「ソフトウェアエンジニアでもAndroidThingsで面白いプロダクトを作ることができる！」AndroidThingsを使って電子楽器を作る手順をまとめた本を頒布します。 スターターキットの買い方や組み立て方といった基本から、電子部品を駆動するためのカスタムドライバの作成方法など、より実践的な内容も掲載します。,わんこ亭（ワンコテイ）
Yasumi YOSHONO,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/30510004,け14,https://lh3.googleusercontent.com/LleOJ3oZZ8NCc4AWCoiLjq80lhsk3BR1--DRrZpSYoF223zjSfsYvOrQonqd3lMv-y4YLDud1WDA5M8G84hK,https://github.com/ja1umi,自作6809シングルボードコンピュータの設計・製作記を予定。設計資料（回路図、基板のガーバーデータ等）を含むデジタルコンテンツの配布も検討しています。,Mercury日本橋（マーキュリーニホンバシ）
M5Staff,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/32270003,け15,https://lh3.googleusercontent.com/j6vZP7Ov5tZmkvghLjYeTtLK8w79BbPZFQS_5ccycxIWANfznPuELCK5-YjNikOVpS5K8QSTHpYDFWbewDsz,https://www.facebook.com/M5Staff/,M5Stack の活用法やハック事例(ソフトウェア/ハードウェア)を紹介します,M5Staff（エムファイブスタッフ）
れでぃ☆ばぐ,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/37020002,け16,https://lh3.googleusercontent.com/_4KXbo4YU2p3v90UDoORdWg0jN5sQrJmZxtcbfbZYdMb3PqkAApktJVNyytKfLYubViL08vtS_-o4ncYfW8,https://bugsbag.jimdo.com/ft8xx-spi/,デバイス解説,反省会駆動（ハンセイカイクドウ）
シェルン,科学技術,https:/techbookfest.org/event/tbf05/circle/39270001,け17,https://lh3.googleusercontent.com/UQYHX8jUH9GQW5a9_2t4T9K-AJ8rtAwJvm-3ESdBwL6S7W8qXO7tlT6FocWqERbDxi9bMhtqTSvPh3JHi-d6iQ,,物理学とハードウェア設計・実装技術,CGS（シージーエス）
hisa,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/35110001,け18,https://lh3.googleusercontent.com/tiy1k55b0OsF_iAr_RtkOFSFimd9Zrxg8xfubxMbLk5qVr7A2m6x1iYW8_Y9uKPeZ0jnhPXIKilueELg3AKB,,２つのシングルボードに関しての書籍を出展したいと思います。  ①ラズパイ上位互換ボード「TinkerBoardS」の使い方と魅力 ASUSが製造し今年発売した「TinkerBoardS」は世界中に人気のあるRaspberryPi3（以下ラズパイと呼称）の完全上位互換なボードで、ラズパイが「おもちゃ」とされてしまい製品の組み込めない問題をすべて解決できる最高のボードです。 ただしまだにほんご資料がほとんどなく、GPIO制御もオリジナルライブラリを利用しているため、使い方のHOWTOがわからないとラズパイの置き換えができないため、私たちが調査したそのあたりの使い方と技術情報を載せたいと思います。   ②UDOO x86シングルボードの使い方 「UDOO x86」という大手クラウドファンディングの「KickStarter」で高い人気を集めて開発されたintel系64bitCPUが載ったシングルボードの使い方やアプリケーションの開発に関しての書籍を作成します。 この「UDOO x86」の特徴としては64bitCPUでかつintel系であるため、ディープラーニングの「Tensorflow」が動く現在唯一のシングルボードなのです。 このボードにはArduino101も搭載されており、Linux+Adrduinoの開発がこのハード１つでできるためIoT関連のアプリケーション開発にもとても優れております。 ただ、この優秀なボードは残念なことににほんごドキュメントが一切存在しておらず 最初はArduino101への書き込みすら分からず混乱してしまいます。 今回作成する書籍では、Arduino101の使い方やこのボードを使ってTensorflowでAIモデルを実装し、動作する方法やサンプルアプリケーションの作り方を紹介できればと思っております。,タイニーコア（タイニーコア）
はゃっき,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/31350010,け19,/assets/images/dummy_cut.png,,"Linuxで遊べる暗号 (openSUSE, Arch Linux, Ubuntu)",ネコフィリン（ネコフィリン）
ftake,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/47160005,け20,https://lh3.googleusercontent.com/z03qBYvjksdIFsQn_K1FHQ003yJc_26FIfUC40YnIzKKVq2hKtIfzJB09tL1wi13CUzKEZlXeBHzodLfsWDtYQ,http://opensuse.geeko.jp/,"Linux, クラウド",日本 openSUSE ユーザ会（ニホンオープンスーゼユーザカイ）
達人出版会,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26850014,け21,https://lh3.googleusercontent.com/8vMMjOLmWbc3rf7v5pP4de9mt2BhOgKuPAjUk3c3VhJqKm_3SgYqK0XudXbYcmG5opuWunItMTHrfgEBOsXT,https://tatsu-zine.com,主にソフトウェア開発寄りの、IT系エンジニア向け電子書籍を販売します（場合によっては紙も追加しますが、著者さんとの交渉次第なので未定です）。,達人出版会（タツジンシュッパンカイ）
ラムダノート株式会社,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30180001,け22,https://lh3.googleusercontent.com/Gv-hTsvME8rDI8EjHthlfzSfBYW7qaVN8pr8lQ3usrymDvPHBHIwLwEyYwmiBSlNX09NAL9pq7zuJKJdMUCT,https://www.lambdanote.com/,ネットワーク、プログラミング、数学などの解説書。,ラムダノート株式会社（ラムダノートカブシキガイシャ）
インターネットトラストセンター,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26760002,け23,https://lh3.googleusercontent.com/SN38Vq5ksYtaj7hXNUXwFnRzV6-xEkMDOGxF99Kyx0i4ljWOoEQkxH9eTZ5xtohy1Euqyq_oOtqB9dQKABWRQg,https://itc.jipdec.or.jp/,電子証明書、なりすましメール対策,JIPDECインターネットトラストセンター（ジプデックインターネットトラストセンター）
もりひー,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26860001,け24,https://lh3.googleusercontent.com/dCcTe_c2D6oylQ1pCjCqgKLRUC3svfavpQquqi8M8p_wgVnXVvDPCm5UsN-E7iOFpbyhjubDitzXNuzQO8_V,https://www.morihi-soc.net/,セキュリティ技術の1つであるハニーポットに関する技術書を頒布予定,morihi-soc（モリヒーソック）
かたわれ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/27700001,け25,https://lh3.googleusercontent.com/RVYNhrGnbKMn0GzuKnzQkWx57wnYuI5OipAXMoNghdHJUKMat7ooNS0GlJ-xFjohvami100D3olYQAPDkjV6,,暗号,Alice's Atelier（アリスズアトリエ）
ik-fib,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28720011,け26,https://lh3.googleusercontent.com/-b3o-qsZb1cNP-dpASMUlVFq_L6-OVtQhkcOdJwS1kgueciMayheAWZgq8jA7YOVydqY17aY8GvKMuOwUkA,https://ik-fib.com/,SSHに関する最新情報・Tipsなどをまとめたガイドブックを出す予定です。,すいみん日和（スイミンビヨリ）
Aki@nekoruri,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/23960002,け27,https://lh3.googleusercontent.com/4fERRfr5EdRn2V_qLehU1EJSNy5w3NQY_Gfo8kAzF7ieBVk6rIjFX6mftHAfxBJ3pswP-NIBWYXIraIKqltQ,https://d.nekoruri.jp/,クラウドとセキュリティをテーマにしたコラム本を配布します。,めもおきば（メモオキバ）
にゃーん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25960001,け28,/assets/images/dummy_cut.png,,ソフトウェア　セキュリティ,Hacked by Nyaa（ハックドバイニャー）
翔泳社書籍販売チーム,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43120001,け29,https://lh3.googleusercontent.com/Hz78u-8jZcxz9OTtnvOUVgWkSUZoHbID1_3szEPn8pFwECNVmauE_ESZtG31Ijr5N6lOil3_nfB7N56zo7MC,http://www.shoeisha.co.jp/book,コンピュータ技術書,翔泳社（ショウエイシャ）
オライリー・ジャパン,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25840001,け30,https://lh3.googleusercontent.com/9RwQXj8jDQ-seNfU2D7-lRJPlKluqUeaipephA8Vobrwp2k0OnyW6oLix8SXDZ3ofXAO7TJCXRKmcLcZCqas4w,https://www.oreilly.co.jp/books/,プログラミング関連の書籍とグッズ,株式会社オライリー・ジャパン（オライリージャパン）
er28-0652,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33100002,け31,https://lh3.googleusercontent.com/2axJAb2BMg_cVtuN5Aa890Oc_w3Zdl7Iwp0mT0nKU48Wt6aNObZ1yP8_KdqVhFmMG-CWFf_20XUAC0uthXpI,,Reverse Engineeringに関連する技術を取り扱った本を出す(可能性が高い),Allsafe（オールセーフ）
CloretsBlack,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37000002,け32,https://lh3.googleusercontent.com/v1POQ1V-w_LyEXEAmFWl-8qXQ7ny0EL_TnO6VXl1nwXrMh1VeG-98c9FNExTgKcMaaD0mxkAg7s79cOujJux,,主にネットワーク技術に関するクックブック,Develup（デベルアップ）
at_grandpa,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43060001,け33,https://lh3.googleusercontent.com/fOhyZ-Ywe3H-fquYdxGwsic92zmNCQlEBEdJI00-ns_bNuIHz6Ty0GPQnUMoC4RRVaXv9ZBxot8gNCnBnv8,http://at-grandpa.hatenablog.jp/,技術書典4で頒布した「におうコードの問題集〜バリエーションに立ち向かう編〜」のシリーズ第二弾として「におうコードの問題集〜セキュリティホールに立ち向かう編〜」を頒布します。グランパとマゴと共に、楽しくセキュリティについて学ぶことができます。問題集形式なので、なぜ問題なのか、どう修正するのか、その結果どうなるのか、を体系的に学ぶことができます。グランパとマゴと一緒にセキュリティホールに立ち向かいましょう！,Grand Pa-Ma（グランパーマ）
nanikashi-tai,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43330007,け34,https://lh3.googleusercontent.com/tgefyHkRL5inOupA1CYF2bJFU8G2pbMFOORd2d_DlI1OJMQsg_694i7GZ22bIgxam4jh86hBryDaX6cm8yV4-w,,OSSを用いたセキュリティ、ハニーポットによるマルウェアの挙動監視、認証認可技術の紹介など,なにかし隊（ナニカシタイ）
watahani,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28720014,け35,https://lh3.googleusercontent.com/2j3I_kJ0DU63a15zomzItZJGtvmhnY6fj-rOVzyWbPKWu0eOw6uuiH9eh77-gAfNb-wO9OFX8nA81DON0oB3,,次世代のWeb認証 FIDO や WebAuthn に関するいろいろ(他,もとほんや（モトホンヤ）
nilfigo,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30310001,け36,/assets/images/dummy_cut.png,https://www.facebook.com/groups/zeijakusei.shindan.kenkyukai/,オープンソースの脆弱性診断ツール「OWASP ZAP」を使い倒すためのノウハウをまとめた書籍です。,脆弱性診断研究会（ゼイジャクセイシンダンケンキュウカイ）
ごぼてん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51080001,け37,https://lh3.googleusercontent.com/S9IuT4rF5sgqBNeUt7ayDn76CSav9GhBESDpz8eO5Fzg1UZsC7M8bYxxiS-5Rg1YmgZPLAPTx8bS8lwcXgQa,,コミケで頒布したコンピュータセキュリティに関するコラムと新刊(ライブフォレンジックの本)の予定です,きじゃくせい（キジャクセイ）
dandan_611,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41140001,け38,https://lh3.googleusercontent.com/npXPwZV169BjG2DsvNaZofo4hfg89ijG_mC5-6vSNj-kYYjWKfpKCMDkOXwOKeVo8SXOsy5LT_BA82QWzC_DMA,https://sites.google.com/site/jinkoupengin/,セキュリティ関連ツールの紹介、開発環境構築の手順およびツール紹介、テスト設計に関する考察,にこ^2ぷん（ニコニコプン）
速水　祐,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/26670001,け39,https://lh3.googleusercontent.com/9-3vTbxtpq0yroLPDTRHVxS_-vFvEWnySXnyAzUCOkXy1zAXNNe1K8tuPZYNBXRUxyxQdQH6aw0Z6Saz-EfV,http://zob.club,CPU(x86アーキテクチャ)の内部構造を探る／Advanced Assembler 386 上ノ巻／下ノ巻,ZOB.Club（ゾブクラブ）
もふもふ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41000006,け40,https://lh3.googleusercontent.com/ktL4KU_yGWfMT8iqu0pn_xMI8AYdevePHvoVx0VN_m84CvCvVD2pPyhKvcnMHIvorEjk1KFAG6mNmLVCHEcV,http://rimarimadan.hatenablog.com,試験範囲は『イラスト図解式 この一冊で全部わかるWeb技術の基本 』です。,りまりま団（リマリマダン）
CreativeCoefficient,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51230002,け41,https://lh3.googleusercontent.com/hm7eEazV0tgHFvgxjcq3fmam33Ac1C18NQJ8HjCmT6UUHEctuU4HWyqC2qJZD1XrTIlU4SAkGWvDii2D9cs,,フロントエンド入門合同誌   「Vue.jsでのTypeScript入門」 「Electron-Vue入門」「 Vue.jsTDD入門 」,妄想実行部隊（モウソウジッコウブタイ）
dasisyouyu,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26610002,け42,/assets/images/dummy_cut.png,,フロント系vue周りのモジュールからnuxtでの実際の大規模開発の経験談など,しょうゆのさーくる（ショウユノサークル）
nasum,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/24750001,け43,https://lh3.googleusercontent.com/48TzuMo3ui68rXXSHTilddWRDoOYlYc7POLgsCLii_ZcQKUiGzuT1gtzHtmJwjScNah1rJuPJBLWSE1F2Pv57g,,ElementUIの入門本を書こうかと思っております。,楽描帳（ラクガキチョウ）
howdy39,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/26640001,け44,https://lh3.googleusercontent.com/AB89SiwuZ4OgBoYPyttpm-oKyRBSsZ2VMbn5fsgByDMWzIqsNaI2Yb2TYjbEEfdYtI_mGrAGBCDoNQB4rIf4,,Chrome デベロッパーツール,Tech The Toaster（テックザトースター）
1000ch,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43240001,け45,https://lh3.googleusercontent.com/KSSsUSmqWBgOombfnrqfdXKwHS4Nk-2LwjWLu76ZUCD4gyL7UlqCR-X2Ew3XEZBMmm-ECMBmgTYZbmevgckcng,,よくわかるWeb Component,伝説のコンポーネント（デンセツノコンポーネント）
"piyoshi, otknoy, @kobashinG",ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30480010,け46,https://lh3.googleusercontent.com/8WC5GtCe34a5qAu34IMEJ_fvWsgRoESklAuapHDWvZFNQg-tfPFz88q_4-0ZMUJXQwBOLroj7W-nVHjFbYtu,,Webフロントエンドの技術の詰め合わせ本です。モダンな開発環境（ReactやVue）を利用していくと、Webアプリケーションのテストはどんどん複雑になっていってしまいます。その点の解決策を探ってみました。,チームRed（チームレッド）
masanarih0ri,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/32320001,け47,https://lh3.googleusercontent.com/Ip_rrn1aKQGqZQJpeifpMYxeYA6KZSi4xWazuhXiQ2xkHvKbMJa0MS5HRvVKCooX34GJm8DlxU3NoWNkASdE,,progressive web appsの初心者向けの書籍です。「PWAってなんか聞いたことあるけど何だろう？」「PWAの実装はしたことないけど簡単なところからちょっとやってみたい」「プログラムは書けないけど、どんなことができるのかを知りたい」といった方々に向けての一冊となります。,PWABeginners（ピーダブリューエービギナーズ）
まつおちゃん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/35170002,け48,https://lh3.googleusercontent.com/jm5502P8WcFbMDV9APJMqL1VLk75ixa1O9eAuhkgsubseqYdmbmBmnNSyZYSYL7QciDl044MOoqaWQqZBk8U,,ネイティブアプリみたいに動くWebアプリ「PWA（Progressive Web Apps）」の解説本を頒布します。タイトルは「もってけ！PWA」です。本書ではPWAの技術的要素の解説と実装例を紹介します。,四六時ハック（シロクジハック）
ナツミカン,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/35210001,け49,https://lh3.googleusercontent.com/NPb5WqO8xndnKikDrW44M9E3Nhx4FCiAYh8zvBxeIfq6zfPqjrv45auA9jsFqG2SSIuCv4ElHtyG7PwP93e8,,WEBフロントエンド歴史本。フロントエンドの変遷をイラストでわかりやすく解説！,mican juice.（ミカンジュース）
ふかみんみん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37100001,け50,https://lh3.googleusercontent.com/eHQBSfTYRZrv7THRSgc0PbrwK3OM3FgR2BN4Yqi_fBUCKB99P-5cxn_P6STeInBW_L5KsOffphejaQPrBHWeKQ,,"html, css, javascript, SEO, フロントエンド, モブプログラミング, モブプロ",猫みそ（ネコミソ）
Bong / satof.J,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/23960008,け51,https://lh3.googleusercontent.com/EWvk-gWDc4FdCJHof0-oaGIq1nkJesxe8r0WUWMNSJQrkkRfGZAuPIuZX7DvAW_bdJP05JP7g_lqYlZ6ALq5AA,,フロントエンドとスマートフォンアプリの技術書,御苑×Lab（ギョエンラボ）
つのぶえ出版,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41140002,け52,https://lh3.googleusercontent.com/vHI6UVpSB0wCFoIg7R-yCivZghB4KBGkWlV4wSToozCdoYJ6Mm72uZdeVy8GUcZxw6NPvoju7z7bFn_FTT-X,https://mottox2.com,静的サイトジェネレータGatsbyJSでつくるモダンウェブサイト、Netlify Functionsでサーバーレス入門,つのぶえ出版（ツノブエシュッパン）
そうっすね制作委員会,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/43040001,け53,https://lh3.googleusercontent.com/C7Aqok1IYGSsa-gTaWndLHV3eRu306nqQPdpo-cEVzSj_7xne3i6_7DRPzIU75B51PPPslZOaqJD8JHLV4E,,JAMstack,soussune（ソウッスネ）
"NaoshiHoshi, yszk0123, kaiba",ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53210014,け54,https://lh3.googleusercontent.com/R2usR0ZdrRcxJMyYp8YwqwH7ErRQjBogOsGqslfCMb69KYCE-k-_q5naMR66KJhhxOqfFi_cWKKQEdT4x5LZ,http://pokosho.com/b/teckbook,検索だけじゃないAWS Elasiticsearch入門、React入門、BFF(BackendsForFront),ピクスタ開発部（ピクスタカイハツブ）
yamanoku,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41130001,け55,https://lh3.googleusercontent.com/maGz_U_Uf_2qW2-olBfzML2Sy3_2Uzjg5YEUhnmJ6bOBpqH_Y14unK7nfBH7QmN2zuzyUFxWdubC2ci858M,https://yamanoku.net,webアクセシビリティに関する内容（フロントエンド・マークアップ）,こんのいぬ（コンノイヌ）
け,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41000001,け56,https://lh3.googleusercontent.com/Cpw-trTU0g_ZtfCNdWLAng_fWcCTzErDla2zXNiOtgzf3ycQdjgb7DL9YkHEjN-OCZLSUL4snD3kL4pxb9c,http://www.cklab.info/,javascript/node.js/cron/job/JP1,きじのしっぽ（キジノシッポ）
JS おじさん,科学技術,https:/techbookfest.org/event/tbf05/circle/28700001,け57,/assets/images/dummy_cut.png,http://better-than-i-was-yesterday.com/,みんな大好き JavaScript で音を出す,音楽大好きっ子クラブ（オンガクダイスキッコクラブ）
rykgy,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/33010002,け58,/assets/images/dummy_cut.png,,サーバーサイドKotlin本を出版します。Spring Boot × KotlinでWebアプリケーションやAPIを実際に作成しながら学んでいく書籍です。,アサイー（アサイー）
あかさか,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/35050003,け59,https://lh3.googleusercontent.com/0kLtA8Lt-nrC28akX1WtCmaSc7anOfDIHsvJrRPafiPTfva19c14KDC-oHbt-Jbmrw1T8oEWcUWsshqWHemx,,人工知能ミニ四駆というマイナー競技を紹介し、よりよい人工知能搭載型ミニ四駆とは何かを追及して居ます。前回娘の出産と重なってしまった関係で出られなかったので通常の3倍くらい頑張ります。,あかまる（アカマル）
元祖家系おしんぽ太朗・は二朗,その他,https:/techbookfest.org/event/tbf05/circle/25970002,け60,https://lh3.googleusercontent.com/l3dJiWuxCwHuODQBb6veNFIsEx85-nSkSZ0nwYkwFFo8BXCZCoHgptJLa3IENR7VNXfLbrnDwYhdhofMr-snuA,http://potarou.hateblo.jp/,ラーメン大好きラーメンエンジニアとして、ラーメンをテーマにした製作物を作りそれのロジックや製作方法を解説したりする本を作ります。二人で別々の物を製作する予定で、「Unityでのゲーム」「自作キーボード」を予定してます。,庄保製麺所（ショウホセイメンジョ）
"foostan, futoase",ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/25920001,け61,https://lh3.googleusercontent.com/ghVlUtajuo6ht1i_ebVvb8fLEqmM0ySKqZjW1Qew6e9M0G2SeYjwMXjz1jZZbScZiTH2hRGBw0ZhJSB8U7kz4A,,自作キーボードの設計ノウハウ集本、自作キーボードキット、インフラとwebアプリケーション開発ノウハウ集本,Entry pastry point（エントリーペイストリーポイント）
ゆかり,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/41180004,け62,https://lh3.googleusercontent.com/ujV2gfEaVEwJQ6_HW8PRZC7V4bG2e86rEv5NncZZyYmtyUfdoiNQaI2rDpzcubCTFI3rZhl9FHeiHVvh2U6pIA,https://eucalyn.booth.pm,自作キーボード,ゆかりや（ユカリヤ）
Romly,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/29530004,け63,https://lh3.googleusercontent.com/-KMLCIbM7S-UsWuqKK4iyFRYxwWX_cronEbNK-UCemwJMQRChi8gUM2Tpjhwm3EW1fVJ7XdQOJ-FXnUcqWE,romly.com,メカニカルキーボード関連グッズ、キーボード関連本,romly.com（ロムリードットコム）
ぐり,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/41010001,け64,https://lh3.googleusercontent.com/lN6egiCuXTpVdfpuYdzeRjiGsCzC2KbtnYR3CSR3jG8Kq79tXU41nI0DhHNAIEuF_pzKqxO4-1CEWtukFkU,,BLEセパレートキーボードを作ってみた2を頒布予定。ハードウェアはUSB Type-C搭載Pro microを頒布予定。,Guri-Tech（グリテック）
電子技研,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/49300005,け65,https://lh3.googleusercontent.com/lnH0_HmKMGUOJY2tkupb7janUfwlhzKdIFpb0rwPG6ThnieCegPJ3MzjwtPduaGobUs7TL0SgQcJfj5xJPgr,https://twitter.com/giken_pr,部員の製作物報告（電子工作中心）,東京電機大学電子技術研究部（トウキョウデンキダイガクデンシギジュツケンキュウブ）
親方,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/32060002,け66,https://lh3.googleusercontent.com/bYSI0R8IjNmxOmYUf5sXaLiPUgi0XtNwMkQDNlKOZCDpzoUfFPkHDasEr8sxNj6I2xIUIcbsVHTLQS-a1DNn,http://oyakata2.blog104.fc2.com/,電子工作（ESP32+レーザープロジェクター）実装技術を解説する本、B5-約60P。技術同人誌を書こう‐アウトプットのススメ（商業誌）,親方Project（オヤカタプロジェクト）
黒井宏一,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/37240003,け67,https://lh3.googleusercontent.com/izv-hLc7E-Y-7hZAknMRFuf-pEIekKJM9GchDQjXqlj9PMfarQMEGkHlW4SUCnhADNJdtx6qbhkD4TLkGTUHmw,q61.org,ニキシー管の制御について、テクニックや使いやすいドライバーチップ等を、実用的な面を中心に紹介します。電子回路についての話題がメインで、ファームウェア等ソフトウェア側の話題は今回はほとんどありません。,黒井電波（クロイデンパ）
_7dki,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/31380001,け68,https://lh3.googleusercontent.com/HycD_AxopNQugxQ4Q6SsvXH9kREU0JVINFwkPfKdsbxFEMQyAquPnD1bX79HZlWaf6MLVXo2JuCXuwWStSnO,,ニキシー管用の電源設計を例題としてとりあげた電源回路の設計入門書を頒布予定です。,おこめやエレクトロニクス（オコメヤエレクトロニクス）
はどら,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/41090001,け69,https://lh3.googleusercontent.com/asYF1eY5rw-mCUu0-F4WV8VN9X8hrt-luTTv2PMCUwsCkyEokKYhlazB7q6jNim5VJXHujGz0f-FTLUEjlp7bA,http://www.kennel.org   http://enpon.blog.so-net.ne.jp/   http://hydra.cx/,Raspberry Pi、eHDD技術解説、ニキシー管、電卓、オープンリール、Fitbit,はどら秘密研究所（ハドラヒミツケンキュウショ）
yuqlid,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/33160001,け70,https://lh3.googleusercontent.com/03bZqTaluixZQt6fEkV-tSlLnUOORNhM-im7GqMjTCi2_fZhXOkpeZVspf_LruXfiUj_TaNDELBrWk78Xls,http://yuqlid.sakura.ne.jp/wp/,ロボット，マイコン（組み込み），回路系の予定です,まんじゅう本舗（マンジュウホンポ）
fish_meat,ハードウェア全般,https:/techbookfest.org/event/tbf05/circle/25980002,け71,https://lh3.googleusercontent.com/uT9QVV7em_hUjEGT7OZGZ459cAE6BA5nxeoUehdaT8-C2LrSnTVrLtpX82YU8SQSYWYQy35TphCCHSjHaH5q,http://f-l-ats.blogspot.jp/,ホビー用CNCフライスでアクリル板や基板を切削加工し，作品を量産する本です．　キーワード：切削・CNCフライス・工作機械・電子工作・Fusion 360・KiCAD,f/ats（フラッツ）
